COMPOUNDCODE,Aamidine,AbasicNH0,AbasicNH1,AcidGroup,AliRingAttachment,AroRingAttachment,AromaticRings,BasicGroup,BasicNH02AroRings,BasicNH0R2AroRings,BasicNH12AroRings,BasicNH1R2AroRings,C1,C10,C11,C12,C13,C2,C20,C21,C22,C23,C24,C25,C26,C27,C3,C4,C5,C6,C8,C9,CBr,CF3,CH0Aa,CH1Aa,CH2Aa,CH2hetero,CH2link,CH2long,CH3Aa,CH3hetero,CSSC,CamideNH,CamideNH0,Ester,Flex,H1a,H2,H3,H4,HAN,HAO,HAS,HAT,HDN,HDO,HDT,HaloC,HydrophobicGroup,MW,N1,N10,N11,N12,N13,N14,N2,N4,N6,N7,N8,NBA,NH1and2CdO,NRB,NbN,NegativeCharge,Nn,NnH,O10,O11,O3,O5,O6,O7,O9,OHCHCdO,Ocarbamate,OverallCharge,Pamide,Pester,PositiveCharge,RSR,Ramidine,RbasicNH0,RbasicNH1,S2,S3,SamideNH0,UB,Vx,aaCH,aaN,aaNH,aaS,aaaC,aasC,aasN,activatedCH,aldehydes,anycarbonyl,aromBr,aromCl,aromF,aromI,aromO,arylNHCO,benzylicOH,dCH2,dNH,dS,ddC,ddsN,ddssS,diazo,dsCH,dsN,dssC,dssS,dsssP,ed20,ed40,ed50,ed60,ed70,ed80,ether,ew10,ew100,ew20,ew30,ew40,ew50,ew60,ew70,ew75,ew80,ew90,f004,f005,f007,f015,f147,f244,f245,f301,f390,f392,f393,f407,f413,f440,f441,f443,f444,f456,fg5,halosp3sp3halo,hydroxyA,intraHbond5,intraHbond6,ketal,ketones,lipovolume,logP,macrocyclic,nC(sp2),nC(sp3),nCO,nCOOH,nNneutral,nNprot,nX,nc(do)n,nitro,perfluoro,polyOH,pyridine,pyridones,q017,q039,q040,q041,q137,q139,q155,q192,q257,q277,q300,q358,q453,q457,q458,q481,q483,q485,quatN,ring5nH,ringOdouble,ringat,ringdiol,sBr,sCl,sF,sI,sNH2,sOH,sPH2,sSH,sSiH3,spiroC,ssCH2,ssNH,ssO,ssPH,ssS,ssSiH2,sssCH,sssN,sssP,sssSiH,ssssC,ssssSi,sssssP,sulfonicacid,sulphates,tCH,tN,tsC,urea,zw1,zw2,zw3,0,00rganicAtom,0H,0S,0nring0at,0t0ring0diol,2C9 pKi,2D6 affinity category,ACamideO0nh0,ACamideO0nh0nh2,ASamideO0nh0,ASamideO0nh0nh2,BBB category,BBB log([brain]:[blood]),ERTL0SPtPSA,ERTL0tPSA,Flexibility,HBA,HBA0lip,HBA0prof,HBD,HBD0cam,HBD0lip,HBD0prof,HIA category,Michael0accept,P0gp category,PPB90 category,PRX0time01,PRX0time1,PRX0time2,RCamideO0nh0,RCamideO0nh0nh2,RSamideO0nh0,RSamideO0nh0nh2,Rotatable Bonds,Samide0NH,TPSA,aliphOH0t6,allylic0oxyd0t10,ami0etha0l0,ami0etha0l1,amide0dicarbonyl,basic0NH2,benzdiaz0t18,benzdiazepine0ring,branchedC0tRing,carbamate0and0thio,carbonate0carbamate,ch20lipo0t9,d0,di0widhraw0cx4,diazo0aryl,dione0104,easy0oxy0t13,ertl033,ertl035,ertl037,ertl039,ertl041,ertl043,est0lact0latm0carbm0t7,frg026,frg054,frg08,hERG pIC50,hetero0halo0di0n0arom,hindred0phe0l,hydroxylation0t8,ketone0t14,logD,logS,logS @ pH7.4,nH0indole0like,nHindole0like,nitro000ortho0t15,nitro0O,ohccn0t17,p0hetero0or0halo,p0withdraw0phe0l,phe0l,phe0l0pyr2r,phe0lic0tautomer,poly0sugars,qui0ne0type,ring0join,ring50nH0,sNH31,sp0carbons,sp20carbons,ssNH21,sssNH1,ssssN1,sulphonamide0t5,t01601,t01602,t01603,tert0amine0t11,thio0acid,thio0keto,urea0thio,xccn0t12,zz_EC50Chembl(uM),zz_Ion_Regulation_Activity,zz_Potency_Parasite (uMol),zz_SSI%
CCCCCCN1C(=N)N(CC(O)COc2cccc(C)c2)c3ccccc13,0,0,0,0,0,6,3,0,0,0,0,0,5,2,0,0,0,0,2,1,0,1,0,1,0,0,1,1,0,0,1,0,0,0,0,0,6,1,5,2,2,0,0,0,0,0,0.3333,1,1,1,0,3,2,0,5,1,1,2,0,4,381.5,0,0,2,0,0,0,0,0,0,0,0,15,0,13,3,0,3,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,16,313.9,8,2,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,2,1,0,1,0,1,0,0,0,2,1,2,2,2,2,0,0,0,1,0,0,0,0,9,3.881,0,13,10,0,0,3,2,0,0,0,0,0,0,0,11,6,8,10,12,9,10,0,3,13,3,2,9,5,11,10,10,8,0,0,0,15,0,0,0,0,0,0,1,0,0,0,0,7,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,13,0,5.001,3,0,0,0,0,0,0.5967,63.17,63.17,0.3333,5,5,4,2,1,2,1,1,0,1,3,0,0,0,0,0,0,0,10,0,63.17,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.232,0,0,0,0,3.881,2.251,2.251,2,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.705754283861883,0.0,5.945004138470859,
CCCCCCOC(=O)C1=C(C)NC(=O)NC1c2ccccc2F,0,0,0,0,4,2,1,0,0,0,0,0,6,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,2,2,0,0,0,0,0,0,4,1,5,2,1,0,0,0,0,1,0.32,1,0,2,0,2,3,0,5,2,0,2,0,4,334.4,0,0,0,0,0,0,2,0,0,0,0,6,0,16,2,0,2,2,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,12,256.3,4,0,0,0,0,2,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,2,1,1,2,1,0,2,0,2,1,0,0,0,0,2,0,0,8,4.412,0,8,8,2,0,2,0,1,0,0,0,0,0,0,9,4,8,12,15,10,8,11,4,10,3,3,10,4,11,18,14,10,0,0,1,12,0,0,0,1,0,0,0,0,0,0,0,5,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,12,0,4.905,4,0,0,0,0,0,0.2584,67.43,67.43,0.32,5,5,3,2,2,2,2,1,0,1,0,2,1,0,0,0,0,0,8,0,67.43,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4.591,0,0,0,0,4.412,0.1264,0.1264,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,2,0,5.1700533040583645,0.0,6.9746941347352305,
CCCCNCC(O)(c1ccc(Cl)cc1)c2ccc(Cl)cc2,0,0,1,0,0,4,2,1,0,0,2,0,3,0,0,1,0,0,0,2,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,2,2,3,0,1,0,0,0,0,0,0.3043,0,1,1,0,1,1,0,2,1,1,2,0,2,338.3,0,0,0,0,0,0,1,0,0,0,0,12,0,11,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,12,257.3,8,0,0,0,0,4,0,0,0,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,4,2,2,0,0,0,0,0,0,2,0,0,1,0,0,0,0,10,4.015,0,12,6,0,0,0,1,2,0,0,0,0,0,0,11,12,12,12,10,6,7,0,1,12,0,1,4,0,8,12,12,12,0,0,0,12,0,0,2,0,0,0,1,0,0,0,0,4,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,10,0,5.118,3,0,0,0,0,1,0.5492,32.26,32.26,0.3043,2,2,1,2,1,2,1,1,0,0,3,0,0,0,0,0,0,0,7,0,32.26,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,5.245,0,0,0,0,2.712,1.841,1.359,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.142667503568733,0.0,6.074172425375258,
CCCCOC(=O)c1ccc(Nc2cc(C)nc3ccc(OC)cc23)cc1,0,0,0,0,0,7,3,0,0,0,0,0,3,0,0,0,0,0,2,2,2,1,0,0,0,0,2,0,1,0,1,0,0,0,0,0,2,1,3,0,2,1,0,0,0,1,0.2759,0,0,1,0,1,3,0,4,1,0,1,0,2,364.4,0,0,1,0,0,0,0,1,0,0,0,16,0,11,2,0,2,1,1,0,1,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,18,287.1,8,1,0,0,2,5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,3,3,1,2,1,0,0,3,0,0,0,4,2,4,4,3,3,0,0,0,0,0,0,0,0,4,4.71,0,15,6,1,0,2,0,0,0,0,0,0,1,0,9,8,9,11,15,11,8,2,5,16,4,3,9,4,15,13,11,9,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,3,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,11,0,5.468,1,0,0,0,0,0,0.3233,60.45,60.45,0.2759,5,5,3,1,0,1,0,1,0,0,3,0,0,0,0,0,0,0,8,0,60.45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,5.9929999999999986,0,0,0,0,4.71,0.5805,0.5805,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,6.1940915449258025,0.0,6.2335871528875995,
CCCN(CCC)CC(O)COc1ccccc1C(=O)Nc2ccccc2,0,1,0,0,0,3,2,1,2,0,0,0,4,0,0,0,0,0,0,1,1,1,0,0,0,0,4,1,1,0,0,0,0,0,0,0,2,4,4,0,2,0,0,1,0,0,0.4286,1,1,1,0,2,3,0,5,1,1,2,0,2,370.5,0,0,0,0,0,0,0,1,0,1,0,12,0,15,2,0,2,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,14,306.6,9,0,0,0,0,3,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,1,0,0,0,0,5,1,0,0,0,0,0,0,0,1,0,0,0,0,8,3.815,0,12,9,1,0,1,1,0,0,0,0,0,0,0,17,6,6,6,9,6,12,4,4,13,2,3,2,2,6,7,6,6,0,0,0,12,0,0,0,0,0,0,1,0,0,0,0,6,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,15,0,4.872,3,0,1,0,0,0,0.1402,61.8,61.8,0.4286,5,5,3,2,2,2,2,1,0,1,3,1,0,0,0,0,0,0,12,0,61.8,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.635,0,0,2,0,2.178,2.411,1.425,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,6.267445420148567,0.0,6.707743928643524,
CCCN(CCC)CCCNC(=O)c1cc2c(nn(C)c2s1)c3ccc(OC)c(OC)c3,0,1,0,0,0,8,3,1,1,0,0,0,5,0,0,0,0,0,4,1,0,2,0,0,0,0,6,0,1,0,0,1,0,0,0,0,3,4,7,0,3,2,0,1,0,0,0.3824,0,0,1,0,4,3,1,8,1,0,1,0,2,458.6,0,0,2,0,0,0,1,0,0,1,0,14,0,18,4,0,4,1,1,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,1,0,16,360.2,4,2,0,0,4,5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,2,2,0,1,0,0,0,0,0,0,0,0,0,5,5,2,2,3,0,0,4,0,0,0,7,2,7,7,4,4,0,0,0,0,0,0,0,0,4,4.5310000000000015,0,11,12,1,0,3,1,0,0,0,0,0,0,0,16,6,6,8,22,14,13,4,5,12,4,4,19,4,16,14,9,6,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,7,1,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,18,0,5.192,3,0,1,0,0,0,0.7581,96.86,68.62,0.3824,7,7,6,1,1,1,1,1,0,1,3,1,0,0,0,0,0,0,13,0,68.62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.063,0,0,0,0,2.439,2.158,2.235,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,5.393296258666326,0.0,5.8446639625349395,
CCCN1C(=N)C(=CC2=C1N=C3N(C=CC=C3C)C2=O)C(=O)NC4CCCCC4,0,0,0,0,1,7,3,0,0,0,0,0,7,1,0,0,0,0,3,2,0,0,0,2,0,0,0,1,1,0,1,0,0,0,0,0,7,0,7,2,2,0,0,1,0,0,0.1562,1,0,2,0,5,2,0,7,2,0,2,0,4,393.5,0,0,3,0,0,0,1,0,0,0,0,14,0,13,5,0,5,2,1,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,18,304.6,4,3,0,0,3,2,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,6,6,0,0,0,0,0,0,4,4,2,2,0,0,0,0,0,1,0,0,7,4.08,0,10,10,2,0,5,0,0,0,0,0,0,0,1,6,4,5,7,28,17,5,5,2,12,6,2,21,9,17,16,9,5,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,7,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,4.784,3,0,1,0,0,0,0.7121,92.25,92.25,0.1562,7,7,2,2,1,2,1,1,0,1,3,1,0,0,0,0,0,0,5,0,92.25,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5.226,0,0,0,0,4.08,0.5619,0.5619,0,0,0,0,0,0,0,0,0,1,0,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,6.337242168318426,0.0,5.95506845385084,
CCCOCc1cc(CN2CCN(CC2)c3cccc(Cl)c3)c(O)c4ncccc14,0,0,0,0,2,7,3,1,3,3,0,0,2,2,0,0,0,0,2,2,1,1,0,0,0,0,7,0,0,0,0,0,0,0,0,0,1,7,6,0,1,0,0,0,0,0,0.2121,0,1,0,0,3,2,0,5,0,1,1,0,1,426.0,0,0,1,0,0,0,0,0,0,1,1,16,0,16,3,0,3,0,0,0,1,0,0,0,0,0,0,3,0,0,3,0,0,1,0,0,0,0,16,325.1,8,1,0,0,2,5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,2,2,2,1,0,0,0,3,2,1,1,2,1,0,0,0,0,1,0,0,0,0,0,0,0,5,4.26,0,15,9,0,0,2,1,1,0,0,0,0,1,0,5,8,13,23,17,15,7,0,3,15,2,2,11,2,17,42,29,17,0,0,0,22,0,0,1,0,0,0,1,0,0,0,0,8,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,8,0,5.586,1,0,0,0,0,0,0.2326,48.83,48.83,0.2121,5,5,2,1,1,1,1,1,0,1,3,0,0,0,0,0,0,0,7,0,48.83,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,6.688,0,0,0,0,3.804,1.276,0.6401,0,0,0,0,0,0,0,1,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,5.9601894458516504,0.0,6.3904055907747805,
CCN(CC)CCN1C(=N)N(CC(O)c2ccc(Cl)c(Cl)c2)c3ccccc13,0,1,0,0,0,7,3,1,2,0,0,0,2,2,1,0,0,0,2,1,0,0,0,1,0,0,3,1,0,0,0,0,0,0,0,0,2,3,2,0,2,0,0,0,0,0,0.2667,1,1,1,0,4,1,0,5,1,1,2,0,0,421.4,0,0,2,0,0,0,0,0,0,1,0,15,0,13,4,0,4,1,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,16,314.3,7,2,0,0,2,3,0,0,0,0,0,2,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,1,0,0,0,0,0,0,0,0,0,3,3,2,0,0,1,0,1,4,2,2,3,0,0,0,0,0,2,0,0,1,0,0,0,0,5,3.449,0,13,8,0,0,3,3,2,0,0,0,0,0,0,11,8,10,12,18,12,8,0,1,13,3,1,13,5,13,12,12,10,0,0,0,15,0,0,2,0,0,0,1,0,0,0,0,5,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,13,0,5.214,3,0,0,0,0,0,0.6491,57.18,57.18,0.2667,5,5,3,2,1,2,1,1,0,1,3,0,0,0,0,0,0,0,8,0,57.18,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.417999999999998,0,0,0,0,2.6660000000000004,2.5340000000000003,1.733,2,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,6.073657553374345,0.0,6.143573227529756,
CCN(Cc1ccccc1)C2CCN(Cc3cc(Br)ccc3O)CC2,0,1,0,0,2,4,2,2,4,2,0,0,3,2,0,0,0,0,0,2,0,1,0,0,0,0,5,1,0,0,0,0,0,0,0,0,2,5,4,0,1,0,0,0,0,0,0.2222,1,1,0,0,2,1,0,3,0,1,1,0,0,403.4,0,0,0,0,0,0,0,0,0,2,0,12,0,15,2,0,2,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,1,0,0,0,0,12,291.7,8,0,0,0,0,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,2,1,0,0,4,2,0,2,1,1,3,0,0,1,0,0,1,1,0,0,0,0,0,0,7,4.714,0,12,9,0,0,0,2,1,0,0,0,0,0,0,6,4,4,8,12,10,6,0,1,12,1,1,8,1,12,22,12,6,0,0,0,18,0,1,0,0,0,0,1,0,0,0,0,7,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,7,0,4.794,3,0,0,0,0,1,0.4031,26.71,26.71,0.2222,3,3,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,6,0,26.71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.904,0,0,0,0,2.474,3.299,1.828,0,0,0,0,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,6.08444188458848,0.0,6.204119982655924,
CCn1c(CN2CCN(Cc3ccccc3)CC2)nc4cc(NC(=O)c5cccs5)ccc14,0,0,0,0,2,7,4,2,4,4,0,0,1,3,0,0,0,0,2,3,1,0,0,0,0,0,6,0,1,0,0,0,0,0,0,0,1,6,4,0,1,0,0,1,0,0,0.2162,0,0,1,0,5,1,1,7,1,0,1,0,0,459.6,0,0,2,0,0,0,0,1,0,2,0,20,0,15,5,0,5,1,1,0,0,0,0,0,0,0,0,3,0,0,3,0,0,2,0,0,1,0,22,352.0,11,2,0,0,2,4,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,3,0,0,0,0,0,2,2,1,1,0,0,0,0,0,0,0,0,7,3.795,0,17,8,1,0,3,3,0,0,0,0,0,0,0,7,10,11,23,22,17,8,4,1,18,5,2,9,6,18,41,27,15,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,7,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7,0,5.654,1,0,1,0,0,0,0.5387,81.64,53.4,0.2162,6,6,4,1,1,1,1,1,0,1,3,1,0,0,0,0,0,0,8,0,53.4,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.144,0,0,0,0,3.0010000000000003,2.506,1.165,1,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,6.395449967428738,0.0,6.29073003902417,
CCN1C2=C(CCC2)C(=N)C3=C1CCCC3,0,0,0,0,0,5,1,0,0,0,0,0,4,5,0,0,0,0,0,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,8,0,7,0,1,0,0,0,0,0,0.055560000000000005,0,0,1,0,2,0,0,2,1,0,1,0,0,216.3,0,0,1,0,0,0,0,0,0,0,0,6,0,11,2,0,2,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,7,182.6,0,1,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,4,0,0,1,0,0,0,0,0,0,0,2,2,1,1,0,0,0,0,0,0,0,0,5,2.97,0,5,9,0,0,2,0,0,0,0,0,0,0,0,1,10,17,21,10,6,1,0,0,5,3,0,4,3,10,22,21,19,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4.644,1,0,0,0,0,1,0.01446,28.78,28.78,0.055560000000000005,2,2,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,28.78,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.0760000000000005,0,0,0,0,2.97,2.7430000000000003,2.7430000000000003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.505149978319906,0.0,6.158327749926365,
CCN1CCN(CC1)c2cc(C)c3cc(NC(=O)c4ccc(OC)c(OC)c4)ccc3n2,0,0,0,0,2,8,3,1,3,3,0,0,1,0,0,0,0,0,2,2,2,2,0,0,0,0,7,0,1,0,1,0,0,0,0,0,0,5,4,0,2,2,0,1,0,0,0.2,0,0,1,0,4,3,0,7,1,0,1,0,0,434.5,0,0,1,0,0,0,0,1,0,1,1,16,0,17,4,0,4,1,1,0,0,0,0,0,0,0,0,3,0,0,3,0,0,1,0,0,0,0,18,338.5,7,1,0,0,2,6,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,3,3,2,2,2,0,0,4,0,0,0,4,2,7,9,4,5,0,0,0,0,0,0,0,0,2,3.053,0,15,9,1,0,3,1,0,0,0,0,0,1,0,7,12,16,23,21,17,7,4,5,16,4,3,15,5,21,42,27,18,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,5,1,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,10,0,5.587999999999999,1,0,1,0,0,0,0.2478,66.93,66.93,0.2,7,7,3,1,1,1,1,1,0,1,3,1,0,0,0,0,0,0,7,0,66.93,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,6.198,0,0,0,0,2.988,2.335,1.6130000000000002,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,5.9880068853407415,0.0,5.730487055782085,
CCN1CCN(Cc2ccc(NC(=O)c3cc4ccc5cccnc5c4[nH]3)cc2)CC1,0,0,0,0,2,7,4,2,6,6,0,0,1,1,0,0,0,0,4,2,1,0,0,0,0,0,6,0,1,0,0,0,0,0,0,0,0,6,4,0,1,0,0,1,0,0,0.1714,0,0,1,0,4,1,0,5,2,0,2,0,0,413.5,0,0,2,0,0,0,0,1,0,2,0,19,0,13,5,0,4,2,1,0,0,0,0,0,0,0,0,3,0,0,3,0,0,2,0,0,0,0,21,321.6,10,1,1,0,4,3,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,1,0,0,0,0,0,0,2,0,1,0,0,0,0,1,0,0,0,5,3.188,0,17,7,1,0,3,2,0,0,0,0,0,1,0,6,6,6,12,20,15,6,6,1,18,5,1,10,5,20,22,14,8,0,1,0,25,0,0,0,0,0,0,0,0,0,0,0,6,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,5.55,0,0,1,0,0,0,0.1183,64.26,64.26,0.1714,6,6,1,2,2,2,2,1,0,1,3,1,0,0,0,0,0,0,6,0,64.26,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6.752000000000002,0,0,0,0,2.858,2.736,2.508,0,1,0,0,0,0,0,0,0,0,0,0,4,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,1,6.071757816842692,0.0,6.442492798094343,
CCOC(=O)C1=C(C)N=C2SC(=Cc3cc(Cl)ccc3O)C(=O)N2C1c4ccc(OC)cc4,0,0,0,0,3,7,3,0,0,0,0,0,2,0,1,0,0,0,0,2,0,2,0,3,1,0,2,0,1,2,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0.1667,2,1,0,0,2,5,1,8,0,1,1,0,0,485.0,0,0,1,0,0,0,0,0,1,0,0,17,0,14,2,0,2,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,24,336.2,7,1,0,0,0,5,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3,0,0,0,1,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,4,4,1,2,1,0,0,5,2,1,1,4,2,3,4,1,3,1,0,0,0,0,0,0,0,4,4.662,0,17,5,2,0,2,0,1,0,0,0,0,0,0,7,10,16,20,27,18,6,15,7,19,4,6,29,5,21,26,23,18,0,0,0,21,0,0,1,0,0,0,1,0,0,0,0,1,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,12,0,5.8820000000000014,3,0,0,0,0,0,0.931,118.4,90.12,0.1667,7,7,7,1,1,1,1,1,0,0,3,0,0,0,0,0,0,0,6,0,90.12,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,5.615,0,0,0,0,4.662,0.6669,0.6669,0,0,0,0,0,2,1,1,0,1,0,0,0,1,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,5.475603877896159,0.0,6.310691140876379,
