COMPOUNDCODE,Potency vs Parasite (uMol),Ion Regulation Activity,SSI%,EC50Chembl(uM),q137,q481,q458,frg-54,q300,q457,q155,q192,frg-26,q139,q277,q485,q453,frg-8,Nn,q358,q483,q257,H1a,ed80,C21,ed70,f407,S3,C24,HydrophobicGroup,ed20,ew80,ew30,C20,ew90,ew40,ew20,f004,C5,ew100,C22,ed60,ed50,ew50,f007,ed40,f015,C23,ew75,f147,f245,f301,f005,ew60,f390,f244,f392,ew10,f393,ew70,f456,f443,f441,f444,q017,q039,q040,q041,f413,f440,O10,C9,N1,HDT,S2,C8,C27,AliRingAttachment,C26,N13,C6,BasicGroup,HDO,H2,O6,N14,C10,N8,C25,C13,N11,C3,N12,HAN,C2,O3,O9,AroRingAttachment,HDN,HAT,C1,N7,N10,O7,HAS,N6,C4,H4,O11,C11,N2,AcidGroup,O5,PRX-time2,C12,H3,HAO,xccn-t12,nOS,nCOOH,sNH3+,dCH2,sNH2,ssNH2+,nX,zw3,t-16-1,nC(sp2),sulphonamide-t5,thio-acid,t-16-2,nOH,tert-amine-t11,dsCH,aaCH,sssCH,ddC,thio-keto,tsC,dssC,urea-thio,zw1,nC(sp3),nCO,urea,ssCH2,tCH,aasC,aaaC,t-16-3,nNprot,zw2,ssssC,sBr,dNH,aaN,sssSiH,tN,ddsN,ssssSi,sssN,sOH,ssNH,aasN,dsssP,sSH,ssS,sssssP,sCl,nNneutral,NnH,N4,sssP,NbN,dssS,dsN,ssSiH2,fg5,ssO,CamideNH,aaS,aaNH,ssssN+,sF,sSiH3,sPH2,sssNH+,ssPH,sI,dS,BasicNH0R2AroRings,ddssS,PRX-time1,BasicNH02AroRings,PRX-time-1,NonOrganicAtom,UB,BasicNH1R2AroRings,BasicNH12AroRings,macrocyclic,OverallCharge,HBA-prof,ACamideO-nh0,Aamidine,AbasicNH1,HBD-lip,AbasicNH0,CH0Aa,CH2Aa,CH2link,ERTLNotPSA,CSSC,Ester,HBD-prof,Michael-accept,NBA,NH1and2CdO,ASamideO-nh-nh2,NO,quatN,logP,CH3Aa,NRB,OHCHCdO,Ocarbamate,HaloC,Pamide,ACamideO-nh-nh2,HBA-lip,CH1Aa,CH2hetero,CH2long,ERTLNoSPtPSA,HBD-cam,ASamideO-nh0,Vx,PositiveCharge,AromaticRings,CBr,CH3hetero,CF3,CamideNH0,MW,NegativeCharge,Flex,basic-NH2,benzylicOH,benzdiazepine-ring,RbasicNH1,anycarbonyl,aromI,arylNHCO,RCamideO-nh-nh2,ch2-lipo-t9,dNO,activatedCH,aromCl,RSamideO-nh0,diazo-aryl,diazo,dione-1-4,aliphOH-t6,easy-oxy-t13,ertl-33,amide-dicarbonyl,di-widhraw-cx4,aminoethanol0,Pester,ertl-35,ertl-37,benzdiaz-t18,RSR,Samide-NH,aldehydes,aromO,carbamate-and-thio,SamideNH0,carbonate-carbamate,RCamideO-nh0,Ramidine,aromF,aromBr,branchedCnotRing,aminoethanol1,RSamideO-nh-nh2,RbasicNH0,allylic-oxyd-t10,phenolic-tautomer,poly-sugars,polyOH,ertl-41,ertl-39,hydroxyA,nH0indole-like,ketone-t14,hetero-halo-di-n-arom,ohccn-t17,phenol,halosp3sp3halo,nitro-no-ortho-t15,nc(do)n,nonring-at,pyridine,quinone-type,ring5-nH0,p-hetero-or-halo,nHindole-like,nitro-O,phenol-pyr2r,pyridones,ring5nH,ringOdouble,ringat,ringdiol,ring-join,hindred-phenol,intraHbond6,ether,est-lact-latm-carbm-t7,lipovolume,hydroxylation-t8,ertl-43,ketones,nitro,not-ring-diol,intraHbond5,p-withdraw-phenol,ketal,perfluoro,sp-carbons,spiroC,sulfonicacid,sulphates,sp2-carbons,logS,logS @ pH7.4,logP<1>,logD,2C9 pKi,hERG pIC50,BBB log([brain]:[blood]),BBB category,HIA category,P-gp category,2D6 affinity category,PPB90 category,MW<1>,HBD,HBA,TPSA,Flexibility,Rotatable Bonds
CCCCC1=C(CCC)C(=N)c2ccccc2N1C,0.716,0,,0.3113,7,10,8,0,3,3,5,0,0,5,9,4,4,0,2,0,6,0,0,0,2,3,0,0,0,3,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,2,4,2,5,4,4,6,0,4,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,1,0,0,2,0,0,0,5,1,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,4,0,0,0,0,0,0,0,8,0,0,5,0,2,2,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,1,0,0,0,0,1,0,0,5,5,28.78,0,0,0,0,10,0,0,0,0,5.641,3,8,0,0,0,0,0,2,0,0,0,28.78,0,0,227.1,1,2,0,0,0,0,256.4,0,0.25,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,10,0,2,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.115,2.115,5.641,5.641,4.661,5.674,-0.06635,+,+,no,high,high,256.4,1,2,28.78,0.25,5
CCCCc1c(C)nc2c(OC)cccc2c1O,4,0,,1.689,10,9,9,0,2,2,4,0,0,7,9,5,5,0,1,2,7,3,0,0,2,2,2,0,0,2,0,0,0,2,0,0,0,2,0,0,0,0,0,0,1,1,1,2,0,1,0,1,2,0,0,0,0,0,0,0,0,3,4,3,4,4,5,7,1,4,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,1,0,1,0,0,0,6,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,9,0,0,0,1,0,0,3,0,0,0,0,0,0,0,6,0,0,3,0,4,2,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,1,2,0,0,0,1,0,0,3,3,42.35,0,0,1,0,10,0,0,0,0,3.58,2,8,0,0,0,0,0,3,0,0,0,42.35,1,0,200.7,1,2,0,1,0,0,245.3,0,0.2105,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,8,1,0,0,1,0,0,0,0,0,0,10,0,2,0,0,1,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.378,2.378,3.58,3.58,4.743,5.212,-1.029,+,+,no,medium,high,245.3,1,3,42.35,0.2105,4
CCCCc1ccc(NS(=O)(=O)c2cc3CCN4C(=O)CCc(c2)c34)cc1,0.538,0,,15,23,34,16,0,6,3,6,19,0,14,13,24,17,1,2,4,29,1,0,0,3,3,0,0,1,2,1,0,0,0,0,0,0,4,1,0,2,0,0,0,3,0,0,0,1,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,9,14,21,27,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,3,1,0,0,0,1,0,2,0,0,1,6,1,5,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,1,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,6,0,0,0,0,1,0,0,8,1,0,7,0,6,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,2,1,1,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,3,0,17,0,0,0,0,3,0,0,0,1,0,0,5,7,66.48,0,0,1,0,12,0,1,0,0,3.877,1,15,0,0,0,0,0,5,0,1,0,74.86,1,0,287.1,0,2,0,0,0,1,384.5,0,0.2,0,0,0,0,3,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,2,0,0,0,0,0,1,18,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1.893,1.893,3.877,3.877,5.444,5.947,-0.6373,-,+,no,medium,high,384.5,1,5,66.48,0.2,6
CCCCCC(=O)N1C(C2=C(O)CC(CC2=Nc3ccccc13)c4ccc(OC)c(OC)c4)c5ccc(cc5)C(F)(F)F,0.237,0,,0.1072,27,80,26,0,5,5,10,27,0,18,22,45,15,1,2,4,60,6,2,0,3,1,4,0,0,4,2,0,0,0,0,0,0,4,2,0,2,0,0,0,1,2,2,2,0,2,0,6,4,1,0,1,0,0,4,0,0,2,4,2,15,22,38,52,2,4,0,0,0,1,0,0,0,6,0,0,2,0,1,0,0,0,0,1,0,0,0,2,0,2,0,0,1,7,0,6,7,0,0,0,0,1,2,1,0,2,0,0,0,0,1,0,4,0,2,0,0,0,0,0,3,0,0,21,0,0,0,1,0,0,11,2,0,0,0,4,0,0,12,1,0,6,0,7,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,2,0,0,0,2,0,1,0,0,2,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,1,0,24,0,0,0,1,4,1,0,0,1,0,0,3,4,71.36,0,0,1,0,18,0,0,0,0,6.706,1,26,0,0,1,0,0,6,1,0,0,71.36,0,0,432.8,1,3,0,2,1,1,592.7,0,0.2128,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,27,0,0,0,0,2,0,11,1,0,0,0,0,0,0,0,0,0,0,0,0,4,-0.7672,-0.7672,6.706,6.706,5.956,6.409,-0.3033,-,+,yes,high,high,592.7,1,6,71.36,0.2128,10
CCCCCCc1cc(O)c2C3=C(CCC(C)C3)C(=O)Oc2c1,0.534,0,,0.364,11,32,15,0,0,0,5,0,0,7,9,16,5,0,0,3,23,2,1,0,3,3,0,0,0,5,0,0,0,2,0,0,0,1,0,0,0,0,0,0,2,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,2,2,5,6,13,23,1,1,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,3,0,1,0,0,0,0,0,1,0,0,6,0,3,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,8,0,0,0,1,0,0,2,1,0,0,0,0,0,0,11,1,0,8,0,4,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,3,0,0,0,1,0,0,8,7,50.44,0,0,1,0,10,0,0,0,0,5.502,2,13,0,0,0,0,0,3,1,0,2,50.44,1,0,256.2,0,2,0,0,0,0,314.4,0,0.2,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,9,0,0,0,0,0,0,0,0,0,0,14,0,2,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.687,1.687,5.502,5.502,5.007,5.867,-1.009,+,+,no,very high,high,314.4,1,3,50.44,0.2,5
CCCCCCc1cc2C=C(C(=Nc3ccccc3C)Oc2cc1O)c4nc5ccccc5[nH]4,0.551,0,,2.123,24,5,22,0,5,6,7,2,0,16,22,2,12,0,2,2,3,1,0,2,2,2,0,0,0,4,1,0,0,6,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,2,0,0,0,0,0,2,2,2,6,2,2,3,1,2,0,0,0,2,0,1,0,0,0,0,0,0,1,1,0,0,1,0,1,0,2,0,0,2,0,0,0,10,1,4,5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,22,0,0,0,1,0,0,11,0,0,0,0,0,0,0,7,0,0,5,0,6,6,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,3,1,0,0,3,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0,0,0,2,3,0,0,0,2,0,0,5,5,74.41,0,0,2,0,25,0,0,0,0,7.336,2,10,0,0,0,0,0,5,0,0,2,74.41,2,0,355.2,2,5,0,0,0,0,451.6,0,0.1842,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,9,0,0,1,0,1,0,0,0,1,0,25,0,4,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.04394,-0.04394,7.336,7.336,5.59,6.325,-0.6827,-,+,yes,high,high,451.6,2,5,74.41,0.1842,7
CCCCCCc1cc2C=C(C(=O)Oc2cc1O)c3csc(C=Cc4ccccc4)n3,0.387,0,,0.9703,16,5,18,0,2,2,8,5,0,11,20,2,14,0,1,4,3,2,2,2,3,1,0,1,0,4,0,0,0,4,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,1,1,1,0,0,2,0,0,0,0,0,0,0,0,7,2,2,3,1,0,0,0,0,1,0,0,0,0,2,0,0,0,1,1,0,0,1,0,1,0,1,0,0,1,0,0,0,8,0,5,5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,0,2,0,0,0,0,0,0,0,0,19,0,0,0,1,0,2,9,0,0,0,0,0,0,0,6,1,0,5,0,6,4,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,1,5,0,0,0,1,0,0,5,5,63.33,0,0,1,0,21,0,0,0,0,6.534,1,10,0,0,0,0,0,4,0,0,2,91.57,1,0,330.4,1,4,0,0,0,0,431.5,0,0.2353,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,10,0,0,1,0,0,0,0,0,0,0,21,0,2,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0.07045,0.07045,6.534,6.534,5.37,6.317,-1.206,+,+,yes,high,high,431.5,1,4,63.33,0.2353,8
CCCCCCN1C(=N)N(CC(O)COc2cccc(C)c2)c3ccccc13,1.135,0,,1.969,12,10,11,0,3,5,10,0,0,9,13,8,9,0,3,2,10,3,1,0,1,3,2,0,0,4,0,0,0,2,0,0,0,1,0,1,0,0,0,0,2,1,1,1,0,0,0,1,1,0,0,1,0,0,0,0,0,2,2,2,11,6,8,10,1,2,0,0,0,2,0,1,0,0,0,0,0,0,1,1,0,0,2,0,1,0,2,1,0,3,0,0,0,6,1,5,5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,2,0,1,0,0,0,0,0,0,0,0,13,0,0,0,1,0,0,8,1,0,0,0,0,0,0,10,0,0,7,0,2,2,0,2,0,0,0,1,2,0,0,0,0,0,1,0,0,0,0,0,0,0,3,1,0,0,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,1,4,0,0,0,2,0,0,6,5,63.17,0,0,1,0,15,0,0,0,0,3.881,2,13,0,0,0,0,0,5,0,1,2,63.17,1,0,313.9,1,3,0,0,0,0,381.5,0,0.3333,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,13,0,0,2,0,0,0,0,0,0,0,15,0,2,0,0,1,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.251,2.251,3.881,3.881,5.001,6.232,-0.5967,-,+,yes,high,high,381.5,2,5,63.17,0.3333,10
CCCCCCOC(=O)C1=C(C)NC(=O)NC1c2ccccc2F,0.106,0,,6.76,15,18,11,0,3,4,8,11,0,10,10,10,10,0,2,3,14,4,1,0,1,0,2,0,0,4,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,1,1,1,1,0,1,0,2,2,9,4,8,12,1,0,0,0,0,2,0,0,0,4,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,2,0,1,1,2,2,5,6,0,0,0,0,0,1,0,1,1,2,0,0,0,0,2,3,0,1,0,0,0,0,0,1,0,0,8,0,0,0,0,0,0,4,1,0,0,0,4,2,0,8,2,1,5,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,2,0,0,2,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,2,0,12,0,0,0,0,3,0,0,0,2,0,0,4,5,67.43,0,1,2,0,6,0,0,0,0,4.412,1,16,0,0,0,0,0,5,0,1,2,67.43,2,0,256.3,0,1,0,0,0,0,334.4,0,0.32,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,1,12,0,0,0,2,0,1,8,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0.1264,0.1264,4.412,4.412,4.905,4.591,-0.2584,-,+,yes,very high,low,334.4,2,5,67.43,0.32,8
CCCCNc1nc(NC(C)(C)C)nc(NC(C)(C)C)n1,0.706,0,,2.157,12,6,6,0,9,9,8,0,0,9,3,6,0,0,6,0,6,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,18,6,6,6,0,6,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,6,0,0,0,3,3,6,9,0,0,0,0,0,2,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,3,0,3,0,0,0,0,2,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,6,3,3,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,6,0,0,0,3,3,0,0,2,3,74.76,0,0,0,0,6,0,0,0,0,3.756,7,15,0,0,0,0,0,6,0,1,0,74.76,0,0,258.3,6,1,0,0,0,0,294.4,0,0.381,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.789,1.209,3.756,1.515,4.633,5.693,-0.05547,-,+,yes,very high,low,294.4,3,6,74.76,0.381,8
CCCCNCC(O)(c1ccc(Cl)cc1)c2ccc(Cl)cc2,0.843,0,,0.72,10,12,8,0,0,0,7,0,0,6,12,12,4,2,1,1,12,1,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,2,2,2,0,2,0,0,0,11,12,12,12,0,0,0,0,0,2,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,2,0,1,0,0,0,4,1,2,3,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,2,0,0,12,0,0,0,1,0,0,8,0,0,0,0,0,0,0,6,0,0,4,0,4,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,2,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,2,0,1,1,0,0,1,2,0,0,2,3,32.26,0,0,1,0,12,0,0,0,0,4.015,1,11,0,0,0,0,0,2,0,2,0,32.26,1,0,257.3,1,2,0,0,0,0,338.3,0,0.3043,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.841,1.359,4.015,2.712,5.118,5.245,0.5492,+,+,no,high,high,338.3,2,2,32.26,0.3043,7
CCCCOC(=O)c1ccc(Nc2cc(C)nc3ccc(OC)cc23)cc1,0.584,0,,0.6396,15,13,15,0,4,4,8,2,0,11,16,9,9,1,2,3,11,5,0,0,2,1,4,0,0,2,0,0,0,2,0,0,0,3,1,0,2,0,0,0,1,1,2,1,0,1,0,3,3,0,0,0,0,0,0,0,0,3,4,3,9,8,9,11,2,4,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,1,0,1,0,7,1,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,2,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,8,0,0,0,0,0,0,0,6,1,0,3,0,5,2,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,2,1,1,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,2,3,0,0,0,1,0,0,2,3,60.45,0,1,0,0,16,0,0,0,0,4.71,2,11,0,0,0,0,0,5,0,1,0,60.45,0,0,287.1,2,3,0,1,0,0,364.4,0,0.2759,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,1,0,0,1,0,0,0,0,0,0,16,0,2,0,0,1,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.5805,0.5805,4.71,4.71,5.468,5.993,0.3233,-,+,no,medium,high,364.4,1,5,60.45,0.2759,8
CCCN(CCC)CC(O)COc1ccccc1C(=O)Nc2ccccc2,0.196,0,,0.5402,9,7,6,0,2,2,12,4,0,6,13,6,2,0,2,3,6,4,1,0,1,0,5,0,0,2,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,1,0,0,1,0,0,0,0,3,0,0,0,0,0,0,0,0,17,6,6,6,1,0,1,0,0,2,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,4,0,2,0,0,0,3,1,5,4,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,3,0,1,0,0,0,0,0,0,0,0,12,0,0,0,1,1,0,9,1,0,0,0,0,0,0,9,1,0,6,0,3,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,1,1,0,2,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,14,0,0,0,1,3,0,0,0,2,1,0,2,4,61.8,0,0,2,0,12,0,0,0,0,3.815,2,15,0,0,0,0,1,5,0,4,0,61.8,2,0,306.6,1,2,0,0,0,0,370.5,0,0.4286,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,1,0,8,2,0,0,0,0,0,0,0,0,0,0,0,0,1,2.411,1.425,3.815,2.178,4.872,5.635,-0.1402,-,+,yes,high,high,370.5,2,5,61.8,0.4286,12
CCCN(CCC)CCCNC(=O)c1cc2c(nn(C)c2s1)c3ccc(OC)c(OC)c3,1.43,0,,4.043,22,14,16,0,4,4,13,4,0,14,12,6,19,0,4,4,9,5,0,2,1,1,7,1,0,2,0,0,0,4,0,0,0,5,1,1,0,0,0,0,2,2,2,2,0,3,0,4,5,0,0,0,0,0,0,0,0,4,7,4,16,6,6,8,2,7,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,6,0,4,0,0,0,8,1,8,5,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,3,0,3,0,0,0,0,0,0,0,0,11,0,0,0,0,1,0,4,0,0,0,0,0,0,0,12,1,0,7,0,5,4,0,1,0,0,0,0,2,0,0,0,0,1,0,1,0,0,0,0,0,0,3,1,0,0,4,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,16,0,0,0,2,6,0,0,0,1,1,0,3,7,68.62,0,0,1,0,14,0,0,0,0,4.531,3,18,0,0,0,0,1,7,0,4,0,96.86,1,0,360.2,2,3,0,2,0,0,458.6,0,0.3824,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,2,0,0,0,0,0,0,0,14,0,2,0,0,2,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2.158,2.235,4.531,2.439,5.192,6.063,-0.7581,-,+,yes,high,high,458.6,1,7,68.62,0.3824,13
CCCN1C(=N)C(=CC2=C1N=C3N(C=CC=C3C)C2=O)C(=O)NC4CCCCC4,1.109,0,,0.46,28,16,17,1,6,9,5,5,0,17,12,5,21,0,5,2,9,2,1,0,2,2,0,0,0,4,0,0,0,3,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,6,0,0,0,0,6,0,0,0,0,0,2,4,2,6,4,5,7,0,4,1,0,0,2,0,1,0,1,0,0,0,0,0,0,0,0,1,0,2,0,3,0,0,5,0,0,0,7,2,7,7,0,0,0,0,0,1,0,0,0,1,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,4,1,0,0,0,0,0,0,10,2,0,7,0,2,3,0,0,0,0,0,1,3,0,0,0,0,0,0,1,0,0,0,0,0,0,5,2,0,0,5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,18,0,0,0,2,2,0,0,0,2,0,0,7,7,92.25,0,0,1,0,14,0,0,0,0,4.08,2,13,0,0,0,0,1,7,0,0,2,92.25,1,0,304.6,2,3,0,0,0,0,393.5,0,0.1562,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,1,0,0,20,0,3,0,1,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.5619,0.5619,4.08,4.08,4.784,5.226,-0.7121,-,+,yes,high,high,393.5,2,7,92.25,0.1562,5
